issue_title,product_id,symptoms,steps
NeuraBook Air 13 Battery Not Charging When Plugged In,SKU306,"When the charger is connected to the NeuraBook Air 13, the battery icon shows 'Plugged in, not charging' or does not indicate charging. The device only runs on battery power and may eventually shut down when the battery depletes. The charging LED (if present) may not light up.","1. Ensure the charger is connected to one of the Thunderbolt 4 USB-C ports, not the USB-A port, as only USB-C ports support charging.
2. Inspect the charging cable and adapter for visible damage or bent pins. Try using another compatible USB-C charger if available.
3. Remove any adapters, hubs, or dongles from the charging port and connect the charger directly to the laptop.
4. Restart the NeuraBook Air 13 and check if charging resumes.
5. Inspect the USB-C port for dust or debris. Gently clean it with a can of compressed air if necessary.
6. Check for battery or power notifications in Windows: Go to Start > Settings > System > Power & battery. Look for any error messages.
7. Update system drivers and BIOS: Go to Start > Settings > Windows Update and install all updates. Visit the NeuraBook support page for the latest BIOS/firmware updates.
8. If the battery still does not charge, perform a battery reset: Shut down the laptop, unplug the charger, then press and hold the power button for 30 seconds. Reconnect the charger and power on.
9. If the issue persists after these steps, contact TechMart Support for further assistance or possible hardware servicing."
SwiftPoint MX Mouse Not Charging,SKU150,"When connected to a charger, the mouse’s battery LED does not light up, the mouse does not power on wirelessly after charging, and battery status shows low or empty in the SwiftPoint software.","1. Ensure you are using the original USB-C charging cable and connect it securely to both the mouse and a working USB port or charger.
2. Check the USB port or charger by plugging in another device to verify it supplies power.
3. Inspect the USB-C port on the mouse for dust or debris; clean gently with a dry cotton swab if needed.
4. Leave the mouse connected to the charger for at least 30 minutes to ensure the battery is not fully depleted.
5. While charging, look for the battery LED indicator—if it remains off, try a different cable and port.
6. If the LED still does not light up and the mouse does not power on after charging, perform a reset by holding down the left, right, and DPI buttons simultaneously for 5 seconds while connected to power.
7. If the issue persists, contact TechMart support for warranty or service options."
5GHz WiFi Network Not Visible to Devices,SKU259,"Users are unable to see or connect to the 5GHz WiFi network (SSID) on their devices, while the 2.4GHz network is visible and operational. Some devices may intermittently connect or experience frequent drops from the 5GHz band.","1. Ensure your device supports 5GHz WiFi. Many older devices only support 2.4GHz.
2. Place your device closer to the router; 5GHz has shorter range than 2.4GHz and may not penetrate walls as effectively.
3. Log in to the NetStream AX6000 admin interface:
   - Connect to the router via Ethernet or 2.4GHz WiFi.
   - Enter the router's IP address (default: 192.168.1.1) in your web browser.
   - Log in with your admin credentials.
4. Navigate to Wireless Settings > 5GHz Band.
5. Confirm the 5GHz wireless network is enabled and the SSID is set to 'broadcast' (not hidden).
6. Check that the 5GHz channel is set to 'Auto' or a channel supported in your region (preferably channels 36, 40, 44, or 48).
7. Save settings and reboot the router.
8. On your device, forget the existing WiFi network (if present) and scan for available networks again.
9. If the issue persists, update the router firmware via the admin interface (Settings > Firmware Update).
10. If none of these steps resolve the issue, perform a factory reset on the router (hold the reset button for 10 seconds), then reconfigure your settings."
5GHz WiFi Bands Not Visible on Devices,SKU278,"Your devices cannot detect or connect to either of the 5GHz WiFi networks provided by the NetStream AX6000 router, even though the 2.4GHz network is visible and working. Some devices may intermittently connect but experience drops or low speeds on 5GHz.","1. Ensure your device supports 5GHz WiFi (not all older devices do).
2. Verify that the router is powered on and the WiFi LED indicators for all bands are lit.
3. Open a browser on a device connected to the router and log in to the router admin interface (usually http://192.168.1.1).
4. Navigate to the Wireless Settings section and confirm that both 5GHz bands are enabled and broadcasting (SSID not hidden).
5. Check that SSIDs for the 5GHz bands are set to unique names and not identical to the 2.4GHz SSID.
6. Ensure 'Smart Connect' is disabled for troubleshooting (this can combine SSIDs and cause confusion on some devices).
7. Change the 5GHz channel to a lower number (e.g., channels 36-48) as some devices do not support higher channels (above 149).
8. Save settings and reboot the router.
9. On your device, forget the network and scan again for available WiFi networks.
10. If the issue persists, reset the router to factory defaults using the reset button (hold for 10 seconds), reconfigure WiFi, and test again.
11. If 5GHz bands are still not visible, contact TechMart support for hardware evaluation."
Keyboard Not Responding in Wireless Modes,SKU045,"When switching the KeyPro Wireless 75 to Bluetooth or 2.4GHz mode, none of the keys register on your computer. The keyboard’s indicator LED may flash blue (Bluetooth) or green (2.4GHz), but input does not appear, and the device may not show up in your Bluetooth device list.","1. Ensure the keyboard’s battery is charged. Connect via USB-C and check if the indicator LED turns white (charging). Wait at least 30 minutes before retrying wireless modes.
2. Check that the keyboard’s wireless mode switch is set correctly (Bluetooth: press Fn + 1/2/3, 2.4GHz: insert dongle and press Fn + 4).
3. For Bluetooth: On your computer, remove the 'KeyPro Wireless 75' from paired devices, then re-pair by holding Fn + 1 for 3 seconds until the blue LED blinks rapidly.
4. For 2.4GHz: Ensure the USB dongle is fully seated in the computer. Test a different USB port if possible. Press Fn + 4 to reconnect; the green LED should blink, then stay solid when connected.
5. Try connecting via USB-C to confirm the keyboard functions in wired mode. If keys work wired but not wireless, proceed to the next steps.
6. Check for wireless interference (move keyboard closer, remove nearby devices operating on 2.4GHz or Bluetooth, and avoid metal surfaces).
7. Reset the keyboard by holding Fn + R for 5 seconds. Re-pair after reset.
8. If none of the above resolve the issue, test the keyboard with another computer/device to rule out hardware or compatibility issues.
9. If the problem persists, contact TechMart support for further assistance."
5GHz Wi-Fi Network Not Visible to Devices,SKU037,"Users are unable to see or connect to the router's 5GHz Wi-Fi network from their devices, while the 2.4GHz network is visible and functioning. Some devices may intermittently detect the 5GHz SSID but fail to connect. Wired LAN connections and internet via Ethernet function normally.","1. Ensure that your device supports 5GHz Wi-Fi (check device specifications).
2. Move your device closer to the router, as 5GHz signals have shorter range compared to 2.4GHz.
3. Log in to the router's web interface (usually http://192.168.1.1) using your admin credentials.
4. Navigate to the Wireless Settings section and confirm that the 5GHz band is enabled and broadcasting an SSID (network name).
5. Change the 5GHz channel to a different value (e.g., 36, 40, or 44) in case of local interference or regional restrictions.
6. Save settings and reboot the router.
7. On your device, forget the 5GHz network (if previously saved), then rescan for available networks.
8. If the issue persists, check for firmware updates in the router's admin interface and apply any available updates.
9. Perform a factory reset if none of the above steps resolve the issue (note: this will erase all custom settings)."
EchoPulse Smart Speaker Not Connecting to Wi-Fi,SKU079,"The speaker does not respond to voice commands that require internet, streaming music fails, and the Wi-Fi status LED blinks amber. Attempts to connect via the app result in a 'Connection Failed' error.","1. Ensure your Wi-Fi network is operational by checking if other devices can connect to the internet.
2. Move the EchoPulse Smart Speaker closer to your Wi-Fi router to minimize signal interference.
3. Restart the speaker by holding the power button for 5 seconds, then turning it back on.
4. On your smartphone, open the EchoPulse app, navigate to Device Settings > Wi-Fi Settings, and select your network. Re-enter your Wi-Fi password if prompted.
5. If the issue persists, restart your Wi-Fi router and wait two minutes before trying to reconnect.
6. Make sure your router is broadcasting on a 2.4GHz or 5GHz band (Wi-Fi 5 supported) and that MAC address filtering is not blocking the speaker.
7. Perform a factory reset by holding the volume down and microphone mute buttons simultaneously for 10 seconds until the LED flashes white. Set up the speaker again via the app.
8. If the speaker still will not connect, contact TechMart support with your device serial number for further assistance."
ZenithBook Air 15 Not Charging When Plugged In via USB-C,SKU053,"When connecting the ZenithBook Air 15 to the power adapter via either Thunderbolt 4 (USB-C) port, the battery icon shows 'Plugged in, not charging' or no charging icon at all. The laptop may only run on battery power, even though the adapter is connected. The charging LED may remain off.","1. Ensure you are using the original ZenithBook 65W USB-C power adapter and cable supplied with your laptop. 2. Try plugging the adapter into the other Thunderbolt 4 (USB-C) port to rule out a port-specific issue. 3. Inspect both ends of the USB-C cable and both USB-C ports for dust, debris, or visible damage. Clean carefully if needed. 4. Check if the charging LED next to the USB-C port lights up when the adapter is connected. If not, try a different power outlet. 5. Restart the laptop and check if charging resumes. 6. Update the BIOS and power management drivers: go to Settings > Windows Update and install any available updates, then restart. 7. If possible, test with a compatible USB-C charger (65W or greater, USB Power Delivery compliant). If the laptop charges, your original adapter or cable may be faulty. 8. If none of the above steps resolve the issue, contact TechMart Support for further diagnostics or repair."
PixelStream X5 5G Smartphone Battery Drains Rapidly,SKU171,"Users notice that the battery percentage drops quickly, even during light usage. The device feels warm to the touch, and the ""Battery usage"" section in settings may show high usage by certain apps or by the ""Android System."" The phone may not last a full day on a single charge, despite normal usage patterns.","1. Restart the device to close any background processes that may be consuming excess power.
2. Go to Settings > Battery > Battery usage to identify apps or services using significant battery.
3. If a specific app is using excessive battery, update it via the Play Store or uninstall and reinstall it.
4. Check for system updates in Settings > System > System update and install any available updates.
5. Reduce screen brightness and set the display refresh rate to 60Hz in Settings > Display > Refresh rate.
6. Disable 5G if not needed by going to Settings > Network & Internet > Mobile network > Preferred network type, and selecting 4G/LTE.
7. Turn off background app activity for non-essential apps: Settings > Apps > [App name] > Battery > Restrict background activity.
8. If the issue persists, perform a cache partition wipe: Power off the phone, hold Volume Up + Power, select 'Wipe cache partition' using the volume keys, and confirm with the power button.
9. As a last resort, back up your data and perform a factory reset: Settings > System > Reset options > Erase all data (factory reset)."
Edge Stylus Pro Not Responding on Screen,SKU029,"When using the Edge Stylus Pro with the TabEdge S9, the stylus does not produce any response on the display. Touch input with fingers works normally. The stylus LED indicator is off or blinks rapidly, and the tablet does not register handwriting or drawing.","1. Ensure that the Edge Stylus Pro is charged. Connect it to a USB-C charger for at least 15 minutes, then try again.
2. Remove any case or cover that might be interfering with stylus contact on the screen.
3. Restart your TabEdge S9 by holding down the power button and selecting 'Restart.'
4. Go to Settings > Accessories > Stylus and confirm that the Edge Stylus Pro is listed as 'Connected.' If not, tap 'Pair New Stylus' and follow the on-screen instructions.
5. Test the stylus on all areas of the screen. If only parts of the screen are unresponsive, clean the display with a microfiber cloth.
6. If the stylus still does not work, try it on another compatible device, if available, to rule out stylus malfunction.
7. If the problem persists, reset stylus settings by going to Settings > Accessories > Stylus > Reset Stylus Preferences.
8. If none of the above steps resolve the issue, contact TechMart support for further assistance or possible replacement."
Mouse Not Charging or Holding Charge,SKU135,"The SwiftPoint MX Pro Wireless Mouse does not charge when connected to a USB cable. The battery level indicator stays low or the mouse runs out of power quickly despite recent charging. The mouse may not power on at all, or powers off after a few minutes of use.","1. Confirm that you are using the original USB-C charging cable and adapter provided with the mouse (or a certified replacement).
2. Inspect the USB-C charging port on the mouse and the cable for any dust, debris, or visible damage. Clean gently with a dry, soft brush if needed.
3. Plug the cable securely into both the mouse and a working USB port (try both your computer and a wall USB charger to rule out port issues).
4. Check for a charging indicator light on the mouse. If no light appears, try a different USB-C cable and charger to see if the issue persists.
5. Leave the mouse connected and charging for at least 30 minutes. After this time, try turning the mouse on.
6. If the mouse turns on, check the battery status in the SwiftPoint Control Panel software (if installed) to verify the charge level.
7. If the mouse still will not charge or hold a charge, perform a reset: disconnect the mouse from all devices, wait 10 seconds, then hold the left, right, and scroll wheel buttons simultaneously for 5 seconds.
8. If the issue is unresolved after these steps, the battery may be faulty. Contact TechMart Support for warranty service or battery replacement options."
Smart Speaker Not Responding to Voice Commands,SKU248,"The speaker does not respond when you say 'Alexa' or 'Hey Google'. No lights or sound are triggered after saying the wake word. Music playback and volume controls via physical buttons work, but voice assistant features are unavailable.","1. Check that the microphone mute button on the PulseStream Smart Speaker is not engaged (the LED indicator should not be red or orange).
2. Ensure the speaker is connected to Wi-Fi by checking the Wi-Fi status LED. If the LED is off or blinking, reconnect the speaker to your Wi-Fi network using the companion app.
3. Restart the smart speaker by holding down the power button for 5 seconds, then turning it back on.
4. Make sure your mobile device and the speaker have the latest firmware and app updates installed.
5. Try retraining the voice assistant by following the setup instructions in the app for Alexa or Google Assistant.
6. If the speaker still does not respond, perform a factory reset by pressing and holding both the volume up and down buttons for 10 seconds until the LED blinks rapidly.
7. Set up the speaker again using the companion app and test voice commands.
8. If the issue persists, contact TechMart support for further assistance."
Laptop Does Not Charge When Plugged Into USB-C Port,SKU050,"When connecting the AC adapter to either Thunderbolt 4 USB-C port, the ZenithBook 15 Evo does not show the charging icon in Windows, the battery percentage does not increase, and the power LED next to the charging port does not light up. The laptop runs on battery power only, even when the power adapter is connected.","1. Ensure that the AC adapter is securely plugged into a working wall outlet and the USB-C cable is firmly connected to both the adapter and the laptop.
2. Try charging the laptop using the other Thunderbolt 4 USB-C port.
3. Inspect the USB-C cable and ports for any visible signs of damage, debris, or bent pins. Clean carefully if necessary.
4. Test the AC adapter and USB-C cable with another compatible device, if available, to rule out a faulty charger.
5. Power off the laptop completely, then hold the power button for 10 seconds to perform a hard reset. Reconnect the charger and power on.
6. Check for battery or charging-related errors in Windows: Right-click the battery icon > 'Power & sleep settings' > 'Battery health report'.
7. Update the BIOS and power management drivers to the latest version from the ZenithBook support page.
8. If the laptop still does not charge, contact TechMart support for further assistance or hardware inspection."
FusionOne X5 5G Won't Connect to Mobile Data,SKU319,The phone displays 'No mobile data' or 'No internet connection' despite showing signal bars. The 5G/4G/LTE icon may be missing from the status bar. Apps and websites do not load unless connected to Wi-Fi.,"1. Verify Airplane mode is OFF: Swipe down from the top of the screen and ensure the airplane icon is not highlighted.
2. Toggle Mobile Data: Go to Settings > Network & Internet > Mobile network, and ensure 'Mobile data' is enabled. Toggle it off and back on.
3. Check SIM Card: Power off the phone, remove the SIM card tray, reseat the SIM card carefully, and power the phone back on.
4. Confirm Carrier Settings: Go to Settings > About phone > SIM status, and verify that carrier is detected. If not, try another valid SIM card to check for SIM/card slot issues.
5. Update APN settings: Go to Settings > Network & Internet > Mobile network > Access Point Names. Select your carrier's APN or tap 'Reset to default'.
6. Restart Device: Hold the power button and select Restart.
7. Test in Safe Mode: Hold the power button, then tap and hold 'Power off' until 'Reboot to safe mode' appears. Confirm and test mobile data in safe mode.
8. Contact Carrier: If mobile data still does not work, contact your carrier to check for outages or account issues.
9. Factory Reset (last resort): Backup your data, then go to Settings > System > Reset options > Erase all data (factory reset)."
Devices Cannot Connect to 5GHz Wi-Fi Band,SKU037,"User devices are unable to find or connect to the 5GHz Wi-Fi network. The 2.4GHz Wi-Fi network is visible and working, but the 5GHz SSID does not appear in available networks, or connection attempts to the 5GHz band fail. Wired LAN connections function normally.","1. Confirm that your device supports 5GHz Wi-Fi. Older devices may only support 2.4GHz.
2. Ensure the router is powered on and all four external antennas are firmly attached and positioned upright.
3. Log in to the NetStream AX6000 router's web interface by entering the default gateway (usually http://192.168.1.1) in your browser and signing in with your credentials.
4. Navigate to Wireless Settings > 5GHz Band. Verify that the 5GHz wireless network is enabled and has a unique SSID (network name).
5. Check the 'Hide SSID' setting for the 5GHz band. If enabled, disable this option to make the network visible.
6. Change the 5GHz channel to a lower channel number (such as 36 or 40) and apply the settings. Some devices cannot detect higher channels.
7. Save and reboot the router.
8. On your device, turn Wi-Fi off and back on, then rescan for networks.
9. If the 5GHz SSID still does not appear, try connecting from another device to rule out device compatibility issues.
10. If the issue persists, perform a factory reset of the router by holding the reset button for 10 seconds, then reconfigure your Wi-Fi settings."
Controller Not Connecting Wirelessly to Console or PC,SKU071,PulseEdge Elite Wireless Controller does not respond when powered on. The status LED blinks rapidly but does not stay solid. The controller is not detected by the console or PC via 2.4GHz dongle or Bluetooth. Wired connection via USB-C works normally.,"1. Ensure the controller is fully charged by connecting it to a USB-C cable for at least 30 minutes. 
2. Verify that the 2.4GHz wireless dongle (if using) is securely plugged into your console or PC. Try a different USB port if available. 
3. If connecting via Bluetooth, ensure Bluetooth is enabled on your device and remove any previous pairing of the controller from your Bluetooth settings. 
4. On the controller, hold down the 'Pair' button for 3 seconds until the LED starts rapidly blinking. 
5. For 2.4GHz: Press the small pairing button on the dongle (if available) until it starts blinking, then wait for the LED on the controller to turn solid, indicating connection. 
6. For Bluetooth: Scan for new devices on your console/PC and select 'PulseEdge Elite' from the list. Confirm any pairing prompts. 
7. If the controller still does not connect wirelessly, try resetting it by inserting a paperclip into the small reset hole on the back for 5 seconds, then repeat steps 4-6. 
8. If the issue persists, test the controller on another device to rule out hardware failure. If it fails to connect wirelessly to any device, contact TechMart support for further assistance."
CoreStation X5 Desktop Does Not Power On,SKU294,"When pressing the power button, the CoreStation X5 Desktop does not turn on. There are no lights or fan noises. The monitor remains black and there are no signs of activity from the computer.","1. Verify that the power cable is securely connected to both the rear of the desktop and a working wall outlet or power strip. 
2. Check that the power outlet or power strip is functioning by plugging in another device (e.g., a lamp or phone charger).
3. Ensure the power switch on the back of the power supply (PSU) is set to the 'I' (on) position.
4. Inspect the power cable and connectors for visible damage. Replace the cable if necessary.
5. If the desktop is connected to a surge protector or UPS, try plugging it directly into a wall outlet instead.
6. Look through the side panel (if transparent) or remove the panel to check for any loose or disconnected cables inside, especially the main motherboard and CPU power connectors from the PSU.
7. Press and hold the power button for 10 seconds to discharge any residual power, then try turning the desktop on again.
8. If the PC still does not power on, observe if any motherboard LEDs light up temporarily when plugging in the power cable. If not, the PSU or motherboard may be faulty.
9. If possible, test with a different compatible power supply. If the issue persists, contact TechMart support for further assistance or arrange a repair."
DataForge NVMe SSD Not Detected in BIOS or Windows,SKU155,"The DataForge NVMe SSD 4TB does not appear in the motherboard BIOS/UEFI storage device list or in Windows Disk Management. The system may boot normally if another drive is present, but the DataForge SSD is missing. New installations of Windows may also fail to detect the drive as a target disk.","1. Power off your computer and unplug it from the wall outlet.
2. Open your computer case and ensure the DataForge SSD is firmly seated in the M.2 slot. Remove and re-insert if necessary.
3. Check for any visible damage on the SSD connector or the motherboard M.2 slot.
4. Make sure any required M.2 standoff and screw are properly securing the SSD.
5. Power on your PC and enter the BIOS/UEFI settings (usually by pressing DEL, F2, or ESC during boot).
6. In BIOS, verify that the M.2 slot is enabled and set to PCIe/NVMe mode, not SATA.
7. If the SSD is not detected, try installing it in a different compatible M.2 slot, if available.
8. Boot into Windows. Open Device Manager and check under 'Disk Drives' for the SSD. If not listed, open Disk Management and look for uninitialized drives.
9. Update your motherboard BIOS/UEFI firmware to the latest version from the manufacturer's website.
10. Update NVMe controller drivers in Windows, either via the motherboard manufacturer's website or Windows Update.
11. If the SSD is still not detected, test it in another compatible system to determine if the issue is with the SSD or the original computer.
12. If the SSD is not recognized in any system, contact TechMart support for further assistance or warranty service."
Cannot Print via Wi-Fi (Wireless Printing Fails),SKU066,"When attempting to print wirelessly, the PrintEase Pro 4100 does not appear in the print dialog on your device, jobs remain in the print queue without printing, or the printer shows as 'Offline' in the printer list. Wired printing (USB/Ethernet) works correctly. The Wi-Fi indicator on the printer may be blinking or off.","1. Ensure the printer is powered on and the Wi-Fi indicator light is solid (not blinking or off). If blinking/off, press the Wi-Fi button on the printer to re-enable wireless mode.
2. Confirm that your printer and computer/mobile device are connected to the same Wi-Fi network (SSID). On the printer, print a network configuration page (refer to the manual) to check its connection.
3. Restart your printer and your Wi-Fi router. Wait 2 minutes for both to fully reboot.
4. On your computer or mobile device, remove the PrintEase Pro 4100 from the list of printers, then add it again. For Windows, go to 'Printers & Scanners' > 'Add a printer'. For Mac, use 'System Preferences' > 'Printers & Scanners'.
5. If using AirPrint or Google Cloud Print, make sure these services are enabled in the printer's settings menu.
6. Disable any VPN or firewall on your computer that might block local network devices.
7. If the issue persists, reset the printer’s network settings (hold the Wi-Fi button for 10 seconds) and reconnect it to your Wi-Fi network following the setup instructions.
8. Try printing a test page wirelessly. If unsuccessful, contact TechMart support for further assistance."
Active Noise Cancellation (ANC) Not Working,SKU008,"When ANC is turned on, surrounding noises (such as traffic or chatter) are still clearly audible. The headphones do not reduce background sounds, and the ANC indicator LED may not light up as expected.","1. Ensure the headphones are fully charged. Low battery can affect ANC performance.
2. Confirm that ANC is activated by pressing the ANC button. The ANC indicator LED should light up (usually green or blue). If it does not, continue to the next step.
3. Power cycle your headphones: Turn them off, wait 10 seconds, then turn them back on.
4. Check for physical obstructions: Make sure the earcups are properly positioned over your ears and there is no debris blocking the microphones (usually small holes on the earcups).
5. Try using ANC in a quiet environment to verify if there is any change in sound when toggling ANC on and off. You should hear a faint hiss or pressure change when ANC is engaged.
6. If ANC still does not function, reset the headphones by holding the power and ANC buttons together for 10 seconds (refer to the user manual for model-specific reset instructions).
7. If the issue persists, update the headphone firmware using the SoundWave app (if available) and retest ANC.
8. For continued issues, contact TechMart support for further assistance or warranty options."
No 5G Network Connectivity,SKU319,"The FusionOne X5 5G smartphone does not connect to 5G networks even when in a 5G coverage area. Users may notice the device stays on 4G/LTE, or shows 'No Service'. Mobile data may be slow or unavailable, and the 5G icon never appears in the status bar.","1. Ensure your carrier supports 5G in your area and that your plan includes 5G service.
2. Swipe down to open Quick Settings, and ensure 'Airplane Mode' is OFF.
3. Go to Settings > Network & Internet > Mobile Network. Make sure 'Preferred network type' is set to '5G/4G/3G/2G (Auto)'.
4. Restart your phone by holding the power button and tapping 'Restart.'
5. Remove and reinsert your SIM card. Use the SIM ejector tool to remove the tray, wait 10 seconds, and reinsert.
6. Try your SIM in another 5G-capable device to verify network and SIM functionality.
7. If available, update your phone to the latest software: Settings > System > Software update.
8. If the issue persists, contact your carrier to verify your SIM and plan, or contact TechMart Support for further assistance."
Active Noise Cancelling (ANC) Not Working,SKU008,"When ANC is enabled, there is little or no reduction in background noise. The headphones may sound the same whether ANC is on or off. The ANC indicator light does not illuminate or blinks red.","1. Ensure the headphones are powered on and sufficiently charged (battery level above 10%).
2. Toggle the ANC switch/button to OFF, wait 5 seconds, then turn it back ON.
3. Check that the ANC indicator light turns solid green when enabled. If it blinks red or remains off, continue to next step.
4. Disconnect the headphones from Bluetooth and remove any connected audio cable. Reconnect via Bluetooth only and try ANC again.
5. Restart the headphones by powering them off for 10 seconds, then power back on.
6. Try a different environment with constant background noise (e.g., fan or air conditioner) to test if ANC makes a difference.
7. If ANC still does not activate or the indicator light remains off, connect the headphones to a charger and allow them to charge for 30 minutes. Test ANC again while plugged in.
8. If the issue persists, reset the headphones to factory settings (refer to the user manual for reset instructions).
9. If none of these steps restore ANC function, contact TechMart support for further assistance or warranty service."
Keyboard Not Detected Over 2.4 GHz Wireless Connection,SKU012,"When attempting to use the KeyMaster RGB Mechanical Keyboard in 2.4 GHz wireless mode, the keyboard does not respond to key presses. The RGB lighting may turn on, but the keyboard is not detected by the computer. The 2.4 GHz USB dongle’s LED may blink or remain off.","1. Ensure the keyboard's battery is sufficiently charged. If necessary, connect the keyboard via USB-C cable to charge for at least 30 minutes.
2. Insert the 2.4 GHz USB dongle into a USB port directly on your computer (avoid using USB hubs or extension cables).
3. On the keyboard, switch to 2.4 GHz mode by moving the connectivity switch to the corresponding position (refer to manual if unsure).
4. Wait up to 10 seconds for the connection. If the keyboard is still unresponsive, try a different USB port.
5. If still not working, re-pair the keyboard and dongle:
   a. Unplug the dongle from your computer.
   b. Hold down the 'Fn' + 'R' keys on the keyboard for 3 seconds to enter pairing mode (the RGB light should pulse).
   c. Insert the dongle back into the USB port.
   d. Wait for the RGB pulse to stop, indicating successful pairing.
6. Test the keyboard in a different computer to rule out device-specific issues.
7. If the problem persists, reset the keyboard by holding 'Fn' + 'Esc' for 5 seconds, then repeat steps 3-5.
8. If none of the above steps resolve the issue, contact TechMart Support for further assistance."
Left Earbud Not Producing Sound,SKU291,"When using the EchoPulse TWS Earbuds, the left earbud does not emit any sound, while the right earbud works normally. The left earbud may appear powered on (LED indicator lit), but no audio is heard during music playback or calls.","1. Remove both earbuds from the charging case and ensure they are both powered on.
2. Place both earbuds back into the charging case and wait for at least 10 seconds to reset their connection.
3. Take the earbuds out again and confirm both LEDs are flashing (indicating pairing mode).
4. On your device, remove 'EchoPulse TWS' from the Bluetooth list and re-pair by selecting it again.
5. If the issue persists, try using the earbuds with a different device to rule out device-specific problems.
6. Clean the charging contacts on the left earbud and inside the case using a dry cloth or cotton swab.
7. If the left earbud still does not produce sound, perform a factory reset: With both earbuds in the case, press and hold the touch sensors on both earbuds for 10 seconds until the LEDs flash rapidly.
8. Reconnect to your Bluetooth device and test audio in both earbuds."
Laptop Does Not Charge When Plugged Into Thunderbolt 4 Port,SKU230,"When connecting the AeroFlex 15 Evo Laptop's charger to either Thunderbolt 4 (USB-C) port, the battery icon does not indicate charging. The laptop may display 'Plugged in, not charging' or no charging status at all. The LED indicator near the charging port does not light up. The laptop continues to run on battery power and may eventually power off.","1. Ensure you are using the original AeroFlex 15 Evo charger and USB-C cable that came with the laptop.
2. Check that the power outlet is working by plugging in another device or trying a different outlet.
3. Inspect the USB-C charging cable and adapter for any visible damage or bent connectors.
4. Try plugging the charger into both Thunderbolt 4 ports (left and right sides of the laptop) to rule out a port-specific issue.
5. Remove any USB or external devices from the laptop and attempt charging again.
6. Hold the power button for 10 seconds to perform a hard reset, then reconnect the charger.
7. If the laptop powers on, boot into Windows and check the battery icon. If it still does not charge, open Device Manager > Batteries > right-click 'Microsoft ACPI-Compliant Control Method Battery' > select 'Uninstall device', then restart the laptop (Windows will reinstall the driver automatically).
8. If charging still fails, check for BIOS or firmware updates on the TechMart support website and install any available updates.
9. If none of the above steps resolve the issue, contact TechMart Support for further assistance or battery/charging port inspection."
Pixelon Edge X5 Screen Flickering at 120Hz Refresh Rate,SKU298,"When the display refresh rate is set to 120Hz, users notice intermittent flickering or horizontal lines on the screen, especially when viewing dark or grey backgrounds. The issue does not occur at lower refresh rates.","1. Go to Settings > Display > Refresh Rate and switch from 120Hz to 60Hz. Observe if the flickering stops.
2. If the issue is resolved at 60Hz, ensure your device has the latest software by navigating to Settings > System > Software Update and installing any available updates.
3. Restart your phone after updating and set the refresh rate back to 120Hz to test.
4. If flickering persists, disable 'Adaptive Brightness' in Settings > Display > Adaptive Brightness, as fluctuating brightness can exacerbate flickering.
5. Remove any screen protectors or cases that may be interfering with the display.
6. If the problem continues, back up your data and perform a factory reset via Settings > System > Reset > Factory data reset.
7. If none of these steps resolve the issue, contact TechMart support for further assistance or to arrange a device inspection."
No Signal Detected on DisplayPort Input,SKU312,"When connecting a PC or laptop via the DisplayPort 1.4 input, the PixelFusion 32 QHD Monitor displays a 'No Signal' message on screen. The power LED remains on, and the monitor works when using HDMI or USB-C, but not with DisplayPort.","1. Ensure the PC or laptop is powered on and not in sleep mode.
2. Confirm that the DisplayPort cable is securely connected to both the monitor and the graphics card.
3. Try a different DisplayPort cable to rule out a faulty cable.
4. Use the monitor's input/source button to manually select 'DisplayPort' as the input source.
5. Test the DisplayPort connection with a different device (if available) to check if the issue is with the source device.
6. Update your graphics card drivers to the latest version from the manufacturer's website.
7. Power cycle both the monitor and PC: turn both off, unplug from power for 30 seconds, then reconnect and power on.
8. If using any adapters or docking stations, connect the DisplayPort cable directly to the graphics card.
9. If the problem persists, perform a monitor factory reset from the on-screen display (OSD) settings menu.
10. Contact TechMart support if the issue remains unresolved after these steps."
Laptop Stand Fails to Lock at Desired Height or Angle,SKU152,"When adjusting the FlexStand Pro, the stand collapses or fails to hold the set height or angle. The laptop may slide down, or the hinge mechanism feels loose and does not click or hold in place as expected.","1. Remove your laptop from the stand to prevent accidental drops during troubleshooting.
2. Inspect the hinge area for any visible debris, dust, or obstructions that might prevent proper locking.
3. Wipe the hinge and adjustment mechanism gently with a dry cloth. Avoid using any liquids.
4. Fully collapse the stand, then slowly extend it to your desired height and angle, listening for a click or feeling the hinge engage.
5. If the stand still fails to lock, check that you are not attempting to exceed the maximum height (28 cm) or angle (45 degrees) as specified.
6. Ensure the laptop being used does not exceed the weight limit of 8 kg.
7. If the locking mechanism remains loose, check for any missing or visibly damaged fasteners. Do not attempt to repair or tighten internal screws yourself.
8. If the issue persists, discontinue use for safety and contact TechMart support for warranty evaluation or replacement."
